sku,qty
BGAsteria350x250,8
BGAsteria200x80,10
BGAsteria300x80,14
BLAsteria,0
BLAsteria90x60,15
BLAsteria140x70,12
BLAsteria200x140,14
BLAsteria240x170,19
BLAsteria250x200,19
BLAsteria300x200,13
BLAsteria300x250,5
BLAsteria350x250,9
BLAsteria200x80,16
BLAsteria300x80,19
BLAsteria400x80,4
GREYAsteria,0
GREYAsteria90x60,20
GREYAsteria140x70,20
GREYAsteria200x140,10
GREYAsteria240x170,15
GREYAsteria250x200,3
GREYAsteria300x200,5
GREYAsteria300x250,4
GREYAsteria350x250,3
GREYAsteria200x80,5
GREYAsteria300x80,10
RDFenth,0
RDFenth90x60,10
RDFenth140x70,19
RDFenth200x140,6
RDFenth240x170,4
RDFenth250x200,4
RDFenth300x200,11
RDFenth300x250,0
RDFenth350x250,2
RDFenth200x80,4
RDFenth240x80,1
RDFenth300x80,4
RDFenth200x200R,3
RDFenth240x170O,2
ORFenth,0
ORFenth90x60,10
ORFenth140x70,9
ORFenth200x140,6
ORFenth240x170,5
ORFenth250x200,4
ORFenth300x200,7
ORFenth300x250,5
ORFenth350x250,10
ORFenth400x300,4
ORFenth200x80,8
ORFenth240x80,5
ORFenth300x80,8
ORFenth350x80,2
ORFenth200x200Q,3
ORFenth200x200R,2
ORFenth240x170O,2
GDFenth,0
GDFenth90x60,11
GDFenth140x70,11
GDFenth160x90,7
GDFenth200x140,10
GDFenth240x170,7
GDFenth250x200,8
GDFenth300x200,7
GDFenth300x250,0
GDFenth350x250,7
GDFenth200x80,6
GDFenth240x80,1
GDFenth300x80,17
GDFenth200x200R,3
GDFenth240x170O,2
GRFenth,0
GRFenth60x40,14
GRFenth90x60,11
GRFenth140x70,8
GRFenth200x140,8
GRFenth240x170,11
GRFenth250x200,6
GRFenth300x200,6
GRFenth300x250,0
GRFenth350x250,5
GRFenth400x300,2
GRFenth200x80,4
GRFenth240x80,4
GRFenth300x80,14
GRFenth350x80,1
GRFenth400x80,4
GRFenth200x200Q,1
GRFenth200x200R,1
GRFenth240x170O,0
BGFenth,0
BGFenth90x60,12
BGFenth140x70,10
BGFenth200x140,12
BGFenth240x170,4
BGFenth250x200,4
BGFenth300x200,7
BGFenth300x250,0
BGFenth350x250,0
BGFenth400x300,0
BGFenth200x80,7
BGFenth300x80,11
BGFenth350x80,1
BGFenth400x80,7
BGFenth200x200Q,2
BGFenth240x170O,2
BLFenth,0
BLFenth90x60,5
BLFenth140x70,0
BLFenth200x140,1
BLFenth240x170,0
BLFenth250x200,0
BLFenth300x200,1
BLFenth300x250,0
BLFenth350x250,0
BLFenth400x300,2
BLFenth200x80,0
BLFenth300x80,0
BLFenth400x80,4
BLFenth200x200Q,1
BLFenth200x200R,1
BLFenth240x170O,0
ORWave,0
ORWave180x120,1
ORWave200x140,1
GRWave,0
GRWave180x120,2
GRWave250x80,2
BRWave,0
BRWave180x120,1
BRWave200x140,2
BRModaro,0
BRModaro160x90,2
BRModaro180x120,4
BRModaro200x140,1
BRModaro250x80,2
GRModaro,0
GRModaro180x120,6
GRModaro200x140,1
GRModaro250x80,1
ORModaro,0
ORModaro160x90,4
ORModaro180x120,6
ORModaro200x80,1
ORModaro200x140,1
ORModaro250x80,2
BLModaro,0
BLModaro160x90,2
BLModaro180x120,4
BLModaro250x80,3
PURModaro,0
PURModaro160x90,4
PURModaro180x120,3
PURModaro200x140,1
PURModaro200x80,1
DKPURModaro,0
DKPURModaro160x90,4
DKPURModaro180x120,13
DKPURModaro200x140,2
DKPURModaro250x80,4
DKRDLerena,0
DKRDLerena200x140,12
DKBRLerena,0
DKBRLerena200x140,10
LTBRLerena,0
LTBRLerena200x140,14
GDLerena,0
GDLerena200x140,26
BLErana,0
BLErana180x120,2
GDErana,0
GDErana160x90,1
GDErana180x120,6
GDErana250x80,3
RDErana,0
RDErana180x120,6
RDErana250x80,1
GRErana,0
GRErana180x120,5
RDAmaz,0
RDAmaz200x80,25
RDAmaz240x170,21
RDAmaz300x200,14
GRAmaz,0
GRAmaz200x80,21
GRAmaz200x140,11
GRAmaz240x170,10
GRAmaz300x200,7
ORHerosia,0
ORHerosia180x120,116
BKHerosia,0
BKHerosia180x120,68
BGHerosia,0
BGHerosia180x120,91
LIBLWeys,0
LIBLWeys180x120,2
LIBLWeys240x170,2
LIBLWeys300x200,2
LIBLWeys340x240,1
LIBLWeys300x75,2
RDLIWeys,0
RDLIWeys180x120,1
RDLIWeys240x170,1
RDLIWeys300x200,2
RDLIWeys340x240,1
RDLIWeys300x75,2
TKBLWeys,0
TKBLWeys180x120,1
TKBLWeys240x170,2
TKBLWeys300x200,2
GDGRWeys,0
GDGRWeys180x120,2
GDGRWeys240x170,1
GDGRWeys300x200,2
GDGRWeys340x240,1
GDGRWeys300x75,2
RDWeys,0
RDWeys180x120,2
RDWeys240x170,1
RDWeys300x200,2
RDWeys340x240,1
RDWeys300x75,2
SIBGWeys,0
SIBGWeys180x120,1
SIBGWeys240x170,1
SIBGWeys340x240,1
SIBGWeys300x75,2
GDLIWeys,0
GDLIWeys180x120,2
GDLIWeys240x170,2
GDLIWeys300x200,2
GDLIWeys340x240,1
GDLIWeys300x75,2
GRRDWeys,0
GRRDWeys180x120,1
GRRDWeys240x170,1
GRRDWeys300x200,1
GRRDWeys340x240,1
GRRDWeys300x75,1
BRGDWeys,0
BRGDWeys180x120,1
BRGDWeys240x170,1
BRGDWeys300x200,1
BRGDWeys340x240,1
BRGDWeys300x75,1
GRChenille,0
GRChenille90x60,2
GRChenille140x70,2
GRChenille180x120,1
GRChenille230x160,1
LTBRChenille,0
LTBRChenille90x60,1
LTBRChenille140x70,2
LTBRChenille180x120,2
LTBRChenille230x160,2
BLChenille,0
BLChenille90x60,2
BLChenille180x120,1
BLChenille230x160,2
SVChenille,0
SVChenille90x60,1
SVChenille140x70,2
SVChenille180x120,1
SVChenille230x160,2
BKChenille,0
BKChenille90x60,2
BKChenille140x70,2
BKChenille180x120,2
BKChenille230x160,2
RDChenille,0
RDChenille90x60,2
RDChenille140x70,1
RDChenille180x120,2
RDChenille230x160,2
ORChenille,0
ORChenille90x60,2
ORChenille180x120,1
GRYChenille,0
GRYChenille90x60,2
GRYChenille140x70,2
GRYChenille180x120,1
GRYChenille230x160,2
BGMahi,0
BGMahi200x150,1
BGMahi240x170,2
BGMahi300x200,2
BGMahi350x250,1
BGMahi400x300,1
BGMahi300x80,1
RDMahi,0
RDMahi200x150,1
RDMahi240x170,4
RDMahi300x200,1
RDMahi300x250,1
RDMahi350x250,1
RDMahi400x300,1
RDMahi300x80,1
BKMahi,0
BKMahi200x150,1
BKMahi240x170,3
BKMahi300x200,1
BKMahi300x250,1
BKMahi350x250,2
BKMahi300x80,2
RDGeoI.Bidjar,0
RDGeoI.Bidjar240x170,1
RDGeoI.Bidjar250x250R,1
RDGeoI.Bidjar300x200,1
RDGeoI.Bidjar350x250,1
BGGeoI.Bidjar,0
BGGeoI.Bidjar240x170,1
BGGeoI.Bidjar300x200,1
BGGeoI.Bidjar350x250,1
RDHeratiF,0
RDHeratiF250x200,1
RDHeratiF300x200,1
RDHeratiF350x250,1
Sisalo,0
Sisalo90x90,7
Sisalo125x125,6
PablaBG,0
PablaBG240x170,3
PablaBG200x140,12
DKArias,0
DKArias140x70,5
DKArias200x75,9
DKArias250x75,8
DKArias300x75,3
LTArias,0
LTArias140x70,3
LTArias200x75,9
LTArias250x75,6
LTArias300x75,3
LTArias200x140,2
GRSaphira,0
GRSaphira315x245,3
GRSaphira240x155,16
CHSaphira,0
CHSaphira240x155,4
BKSaphira,0
BKSaphira315x245,1
BKSaphira240x155,8
MTBRSaphira,0
MTBRSaphira240x155,28
DKGRSaphira,0
DKGRSaphira240x155,2
BKMilla,0
BKMilla300x200,8
BKMilla240x155,6
BGSaphira,0
Elda,0
Elda140x70,69
Elda240x170,14
Varna,0
Varna60x40,343
Varna90x60,558
Varna180x120,50
Nissa,0
Nissa90x60,12
Nissa160x90,9
Levi,0
Levi60x40,282
Levi90x60,274
Levi140x70,121
Levi180x120,44
